 ,1,2,3,4,5,6
127280,-51.1044,358.0181,-336.843,-295.3758,-147.0011,313.0628
127300,-44.7581,344.2863,-344.412,-296.3491,-144.1094,313.2108
127320,-73.2301,360.664,-340.1363,-308.0635,-146.9806,318.4073
127340,-4.4756,346.6765,-341.8736,-311.1139,-172.8082,322.6433
127360,-15.3608,354.1344,-335.1933,-311.612,-169.1994,321.2385
127380,-30.137,362.0482,-330.3213,-315.2538,-171.3016,313.0432
127400,-7.8648,370.6088,-325.4046,-320.0367,-179.0583,316.4014
127420,-13.5607,378.0856,-330.2532,-327.0427,-189.4103,314.5751
127440,-8.3917,368.1426,-326.816,-324.176,-174.8761,317.1246
127460,-8.614,384.0849,-328.8934,-321.2071,-178.296,319.4799
127480,-31.4239,388.7862,-330.0209,-330.1487,-175.1007,311.5889
127500,-12.0249,378.7004,-335.3866,-323.2586,-172.6638,321.4933
127520,-8.4896,396.0232,-324.4734,-341.1511,-184.1559,329.8168
127540,-14.0266,403.0184,-328.9423,-336.5879,-186.606,312.873
127560,-1.8546,412.24,-344.2957,-348.4604,-189.1817,324.4388
127580,-10.0579,409.1216,-337.9824,-340.1075,-185.0172,324.0387
127600,-7.2068,425.2321,-336.9718,-345.8124,-186.7278,330.5421
127620,16.3854,419.9026,-338.9987,-347.5501,-201.5691,320.888
127640,3.9817,414.1097,-335.5969,-331.0176,-184.7846,317.093
127660,4.7782,433.5561,-327.5269,-332.8411,-185.7381,319.6514
127680,-1.4658,441.4193,-335.3644,-334.9007,-188.7265,312.8609
127700,0.21,433.0669,-338.2094,-331.7627,-188.9262,316.8001
127720,11.1385,427.7823,-340.3141,-321.8239,-184.3091,323.8638
127740,-1.5101,433.7214,-331.4683,-329.4309,-185.1012,319.1732
127760,8.2128,437.8967,-333.9736,-318.2934,-186.5167,318.0786
127780,1.672,431.6687,-337.0669,-302.3889,-173.7588,321.926
127800,0.0441,443.5132,-319.8004,-309.9686,-189.1218,316.0685
127820,2.832,434.9831,-328.6139,-290.8535,-168.7127,319.0353
127840,-1.6324,446.0121,-315.0351,-282.6175,-173.3414,307.003
127860,10.7355,421.5518,-329.5947,-279.5148,-179.6398,320.6777
127880,9.0928,414.0572,-324.6018,-265.678,-173.031,312.8879
127900,9.1532,419.7584,-320.9845,-258.2161,-171.3427,312.7116
127920,12.2973,423.5052,-325.4643,-247.773,-168.2624,315.8092
127940,11.3989,430.5264,-326.8955,-253.223,-171.8096,308.1146
127960,7.329,435.4318,-323.4286,-250.4187,-175.2978,319.9081
127980,12.9783,439.7127,-315.6361,-245.5309,-171.5894,317.8424
128000,12.1618,435.498,-319.2971,-234.7873,-168.1238,319.8979
128020,2.4546,439.5655,-311.5957,-223.6179,-158.8863,313.344
128040,26.9465,449.8899,-311.2662,-231.178,-176.4935,310.293
128060,22.6295,451.5551,-308.915,-220.7727,-171.9891,310.541
128080,21.1801,455.5578,-301.5969,-223.9367,-175.5755,313.3431
128100,21.6424,468.0688,-301.2186,-222.3122,-172.823,313.2401
128120,28.7713,467.2212,-304.4843,-220.9506,-175.2639,313.3869
128140,20.4021,481.5651,-303.4449,-227.2462,-177.7933,315.3557
128160,30.8273,469.1612,-310.3921,-200.8991,-169.3876,313.6671
128180,21.0806,471.2333,-301.9628,-206.422,-167.1537,313.5474
128200,-7.0591,484.553,-294.5676,-213.2218,-160.4249,307.3813
128220,2.2752,483.9193,-298.1826,-216.0501,-166.4287,312.9887
128240,1.1207,485.2946,-301.6339,-231.6169,-171.3855,311.028
128260,-8.5106,495.292,-300.3112,-224.7153,-167.0129,312.0024
128280,12.1394,484.5138,-305.6002,-233.3818,-169.4934,313.8594
128300,-11.5441,513.8004,-300.7012,-248.5418,-175.2409,316.9134
128320,-3.5054,497.7256,-297.8082,-245.423,-175.1367,314.6476
128340,5.9614,492.4945,-300.0408,-236.3033,-169.2667,318.1237
128360,-5.6996,496.5649,-299.3864,-236.9862,-171.7191,310.4322
128380,22.4665,493.9491,-299.3391,-240.0583,-178.655,307.3375
128400,23.3947,487.7289,-312.1394,-238.8988,-176.2326,309.3734
128420,30.3521,494.5494,-323.4737,-252.6384,-193.3309,318.6022
128440,14.8747,490.6768,-313.8977,-240.7702,-172.3366,313.6443
128460,9.9051,488.6695,-317.9642,-244.7469,-167.9607,315.1251
128480,16.4358,484.701,-316.0014,-244.0606,-173.1243,310.884
128500,1.3057,492.5259,-315.894,-245.4026,-165.133,304.4404
128520,20.3511,494.3508,-313.8896,-251.9718,-174.1137,311.7702
128540,-3.8622,488.9281,-308.2946,-240.3371,-154.3835,302.0342
128560,12.0383,489.1138,-309.8198,-255.299,-172.5795,317.2378
128580,13.8958,481.9205,-311.2759,-251.5327,-166.9476,310.0654
128600,-8.4424,489.3827,-315.1465,-244.9549,-159.1672,301.3918
128620,12.7711,483.062,-308.0574,-266.0356,-182.3579,308.3813
128640,23.7448,472.6475,-322.667,-265.5173,-180.9164,315.7816
128660,28.2241,472.5852,-325.1733,-267.3523,-183.5607,316.5213
128680,5.8937,476.5893,-319.795,-255.5481,-166.533,310.3172
128700,2.0139,466.1331,-327.6918,-262.1965,-166.9798,313.0953
128720,14.2546,468.2184,-319.7469,-269.2863,-181.2559,306.4833
128740,14.5031,454.4662,-318.111,-263.6421,-172.4411,311.8242
128760,12.9311,455.5378,-319.6398,-249.0841,-162.5248,309.376
128780,2.6078,454.1144,-314.6765,-251.6729,-160.2496,315.3972
128800,-9.5654,458.1875,-304.4807,-255.8373,-157.9937,305.7621
128820,-9.2517,457.3522,-303.425,-243.4081,-158.1495,304.1572
128840,-15.2158,450.5943,-320.4332,-245.2579,-155.6471,303.0937
128860,9.671,450.9536,-323.6551,-250.1926,-169.3795,302.1122
128880,-18.4713,452.8009,-333.9611,-243.2073,-153.8808,302.3506
128900,-19.1273,450.8183,-326.0642,-234.9996,-146.6749,300.3375
128920,-10.0726,444.7041,-331.9299,-246.7982,-156.9809,305.1679
128940,-23.352,441.1728,-334.3592,-253.14,-161.5253,313.7344
128960,3.9917,440.792,-328.696,-258.8657,-171.6236,323.8641
128980,7.0387,426.9796,-332.7303,-255.9282,-166.6492,312.44
129000,-15.9547,435.8674,-323.1662,-261.9892,-172.4157,315.5261
129020,-19.7683,429.3298,-328.7345,-244.7736,-158.0933,313.7639
129040,-20.0529,424.9241,-320.5254,-239.3273,-151.9734,304.1871
129060,-4.8722,424.8983,-327.7437,-245.1754,-170.7086,310.0677
129080,-7.0591,427.0754,-323.8324,-244.102,-164.3671,315.4165
129100,-10.738,425.3191,-326.5952,-242.9898,-167.8465,313.1258
129120,8.5856,413.5237,-329.2932,-240.1554,-171.6189,311.1107
129140,1.2881,415.742,-328.3256,-243.037,-171.5498,311.4364
129160,20.5462,412.6411,-340.1571,-236.83,-178.7285,308.6164
129180,16.0889,403.6778,-333.7226,-226.1982,-164.0867,313.4467
129200,8.0913,409.6682,-331.9638,-235.2692,-174.0623,312.3918
129220,-4.5657,405.8288,-325.8868,-239.0761,-167.8476,310.7013
129240,-8.1713,403.83,-325.9849,-238.3495,-164.1625,318.4189
129260,13.4535,399.024,-330.463,-232.9264,-170.003,312.3046
129280,-0.2287,390.5644,-336.401,-232.1431,-167.3302,316.63
129300,-5.2228,398.1037,-337.3156,-234.0813,-170.247,310.4927
129320,-1.8608,393.9667,-337.5632,-234.6569,-168.2231,311.42
129340,18.13,389.1578,-332.6455,-238.8068,-185.0659,307.2225
129360,11.1469,387.2723,-341.6913,-246.7925,-176.71,310.1073
129380,12.681,379.4307,-336.8734,-245.9817,-176.9871,310.738
129400,13.428,383.6403,-343.4113,-238.2505,-168.0585,312.7566
129420,10.4527,386.0377,-343.0338,-252.898,-175.4006,310.8672
129440,-11.594,374.8636,-336.7645,-246.0479,-162.617,316.6688
129460,-10.188,383.6095,-342.4679,-250.0541,-160.9368,320.0127
129480,-9.8606,375.936,-346.0516,-250.0662,-164.8354,318.5275
129500,-12.227,375.1668,-350.8427,-257.9343,-172.3906,321.0154
129520,9.2235,362.334,-349.164,-257.7792,-170.1744,325.0979
129540,1.7983,359.2749,-345.2045,-258.9527,-168.2181,326.6108
129560,-18.8979,381.6556,-330.6056,-270.3763,-170.6083,312.5918
129580,2.2619,369.3871,-339.8503,-271.5455,-171.6264,320.9116
129600,4.2964,371.8128,-334.361,-276.4656,-176.3527,309.2162
129620,-24.5643,376.5266,-332.6046,-269.4845,-167.5879,311.9513
129640,-3.263,363.3394,-331.3087,-271.5354,-172.6461,307.3344
129660,-1.8462,365.7095,-334.5253,-274.73,-176.6659,314.7411
129680,5.5911,341.8665,-344.3215,-268.576,-178.8459,316.0559
129700,8.6017,342.2346,-341.6507,-268.8756,-175.5044,316.6001
129720,10.8318,333.0008,-338.735,-266.4145,-181.6012,313.8661
129740,25.947,332.4555,-344.5565,-266.1605,-181.7984,310.9024
129760,8.3501,332.8635,-350.4538,-267.2774,-175.5669,323.3624
129780,34.0704,320.0431,-338.7982,-261.5084,-179.0211,312.1316
129800,31.3059,344.6212,-336.3929,-269.2628,-188.5608,317.3788
129820,31.9111,332.7731,-336.857,-265.0458,-185.1273,312.1331
129840,31.025,324.3125,-340.5308,-262.1394,-182.2162,303.6776
129860,4.2122,335.4451,-340.9185,-274.4158,-179.4623,307.261
129880,36.6209,320.0157,-344.4544,-270.8735,-189.075,311.5866
129900,21.1268,325.4777,-331.8125,-267.0786,-179.3581,301.005
129920,18.7211,328.5628,-337.0672,-272.9564,-180.0604,302.7999
129940,26.3821,318.4785,-344.9375,-263.3005,-176.4796,302.3055
129960,22.0689,311.5585,-330.2864,-269.4792,-179.2287,302.7009
129980,-9.5051,315.2191,-331.6468,-273.5162,-172.5082,305.3421
130000,19.6867,302.8306,-341.7926,-270.5017,-178.8891,304.7367
130020,1.867,318.486,-339.2773,-278.6895,-187.5315,301.0157
130040,5.5056,314.3927,-344.0271,-282.9098,-186.0454,305.1647
130060,18.2272,310.4976,-348.0017,-286.8386,-192.3058,306.5963
130080,1.1956,313.9711,-342.882,-282.6941,-179.3738,305.0726
130100,14.5429,303.6957,-345.9312,-285.4849,-178.1204,300.1595
130120,1.6842,308.0389,-341.3712,-286.0451,-174.9534,301.6534
130140,28.4463,302.8236,-350.7621,-294.4958,-188.8125,303.989
130160,40.1115,302.9716,-349.3033,-295.6892,-193.4624,305.2406
130180,25.1464,303.8226,-355.4986,-300.3018,-190.329,307.8268
130200,-16.4268,317.1295,-339.0761,-283.9022,-166.0057,290.4107
130220,21.6009,307.125,-338.9987,-289.2379,-179.9375,300.9354
130240,22.1895,312.9283,-334.5785,-291.3781,-183.3481,299.4236
130260,-6.3765,313.4108,-338.3383,-284.0139,-172.6628,298.2253
130280,-8.3068,313.5369,-343.6815,-288.3935,-166.8814,306.7402
130300,-13.2776,313.4246,-333.5011,-276.8797,-158.0896,292.3183
130320,1.3712,311.8757,-345.1678,-292.9432,-174.0333,299.7244
130340,-11.403,310.0765,-337.6591,-280.2209,-162.3738,303.0752
130360,-25.0149,315.0269,-337.1625,-277.2543,-161.8268,294.5557
130380,-7.605,315.9081,-346.9631,-279.1166,-170.1683,300.4571
130400,2.2887,310.6124,-340.8328,-283.623,-173.8964,304.9287
130420,-6.6781,311.5712,-342.3679,-278.4939,-163.6624,306.69
130440,-3.9393,310.8666,-342.8354,-275.9021,-163.0457,306.9891
130460,2.6014,307.2338,-338.7631,-274.0115,-162.4802,305.8293
130480,20.2414,305.8671,-334.7734,-291.0028,-190.4678,298.2937
130500,-4.9133,309.8876,-333.7728,-282.8869,-169.2708,306.8709
130520,-4.9346,313.087,-336.4663,-277.0551,-168.7162,307.7479
130540,-23.8825,321.7156,-325.7629,-283.9371,-166.2104,290.8316
130560,-24.0847,323.5473,-331.8546,-277.9174,-160.9748,296.3242
130580,-16.7662,324.6347,-330.8681,-277.8882,-173.4982,288.9745
130600,-2.0003,313.3629,-341.5886,-280.7822,-172.1443,304.9174
130620,-38.8281,323.7652,-331.1396,-278.3611,-161.2572,295.4796
130640,-21.87,328.9763,-347.4907,-285.554,-173.2939,308.9801
130660,-1.4934,314.9796,-339.2371,-281.1726,-171.5726,301.55
130680,-33.6793,323.4459,-332.6995,-271.2281,-150.415,296.769
130700,-33.3439,331.0108,-333.0935,-277.5473,-157.0705,300.1598
130720,-27.8725,320.5474,-335.615,-269.0895,-154.6022,297.6943
130740,-32.9989,323.7475,-331.8364,-276.2975,-152.8232,299.3136
130760,-34.1043,314.2537,-332.7384,-275.118,-154.3769,297.3097
130780,-51.1197,326.0292,-337.8713,-277.2609,-152.4785,302.5485
130800,-54.3496,333.6555,-336.3954,-268.3658,-139.8932,299.4985
130820,-51.037,331.8574,-340.1306,-271.9194,-141.1889,306.8336
130840,-60.2339,341.0361,-329.3883,-273.0694,-144.7002,292.4268
130860,-51.0255,333.9157,-326.6988,-268.1338,-145.9558,296.0903
130880,-40.2882,338.6293,-336.2172,-281.5375,-154.105,298.331
130900,-62.5584,350.9197,-332.3496,-287.5538,-163.1736,297.5341
130920,-67.5824,346.5487,-336.2596,-266.6191,-153.3715,287.579
130940,-59.5476,338.7306,-351.8442,-265.2346,-154.0286,299.8974
130960,-80.8789,344.8424,-340.6107,-256.3959,-142.259,292.373
130980,-44.6313,337.9476,-354.8986,-251.8644,-159.1685,299.1978
131000,-88.9768,349.1581,-345.8915,-261.5265,-145.2485,297.2722
131020,-64.1137,336.238,-364.2687,-267.4146,-159.9563,301.9386
131040,-78.6979,347.0699,-363.3459,-256.4691,-167.2827,304.0085
131060,-55.9664,334.7312,-369.3638,-261.0803,-171.941,312.5399
131080,-48.5188,333.4164,-365.7959,-262.7784,-181.8716,309.8564
131100,-47.8463,326.9757,-373.8639,-247.6677,-170.2709,309.5266
131120,-57.3291,335.3134,-383.468,-243.7947,-180.0021,310.1406
131140,-59.4004,337.9814,-401.9976,-265.1143,-197.8687,318.9484
131160,-39.9727,336.7878,-405.1618,-268.0183,-211.4328,310.7393
131180,-27.2935,325.983,-415.276,-253.1459,-208.5255,325.1467
131200,-39.7736,329.226,-418.7514,-251.9263,-206.8804,328.862
131220,-45.0346,328.7523,-418.6563,-262.3772,-220.9619,322.6188
131240,-38.8796,314.6693,-427.195,-252.7338,-217.2925,323.9392
131260,-38.2366,324.9691,-440.117,-264.252,-232.8144,318.6048
131280,-21.5629,323.0648,-451.5173,-261.2292,-246.5782,326.688
131300,-32.1043,318.237,-456.7935,-251.9113,-242.3803,323.5594
131320,-43.1679,322.1887,-455.9763,-267.2891,-248.6259,326.7372
131340,-35.7284,327.2676,-457.467,-269.2572,-263.7315,326.6941
131360,-21.1235,316.7523,-466.7554,-266.3491,-266.5133,327.7473
131380,-48.8677,333.7745,-458.2216,-257.8938,-255.0415,322.8138
131400,-53.3749,331.4468,-477.3447,-269.6679,-266.505,328.3533
131420,-33.5876,325.9661,-480.7994,-269.4026,-282.2297,327.0665
131440,-32.5306,326.9014,-489.0079,-269.9274,-290.1488,320.3351
131460,-27.3011,323.8608,-489.0221,-270.2572,-290.9508,315.7534
131480,-43.9751,332.189,-491.7923,-272.4247,-288.98,319.6134
131500,-10.863,313.969,-497.5129,-269.6973,-307.8867,314.4851
131520,-2.9736,315.7802,-507.8666,-274.2635,-317.6884,323.7345
131540,-23.6987,321.2505,-518.1608,-266.6669,-309.8353,327.5275
131560,-6.7961,307.4596,-515.7177,-264.3187,-313.82,321.5831
131580,-10.4907,313.6376,-514.0651,-268.9063,-319.9872,319.6268
131600,-8.0403,313.2177,-512.4602,-270.0228,-328.3844,312.7334
131620,-12.8491,323.8667,-521.0718,-271.9881,-326.8448,307.3824
131640,33.1455,302.6366,-533.7343,-282.5772,-358.119,316.8184
131660,28.6907,301.4995,-530.2841,-270.237,-352.9515,312.4563
131680,14.8947,293.578,-536.2924,-264.0531,-338.1862,317.7704
131700,10.8402,303.3802,-526.3114,-261.9766,-334.8394,314.7742
131720,0.2379,298.8939,-526.1287,-267.9685,-336.05,323.2069
131740,-3.6835,298.4705,-530.0805,-268.1352,-334.6768,321.1181
131760,4.7095,299.0243,-533.0563,-260.7546,-334.0699,322.7521
131780,-8.8639,301.3085,-526.1889,-258.4612,-331.0308,313.2349
131800,-0.6299,304.3435,-537.9611,-260.6054,-332.2253,317.9157
131820,-30.1247,303.3629,-533.0309,-254.1791,-324.7025,317.0135
131840,9.1933,291.56,-542.3923,-256.0785,-336.4071,317.6818
131860,3.6861,295.1083,-533.192,-257.2263,-334.11,317.3331
131880,-4.8962,303.6194,-535.0387,-259.8508,-332.7374,312.2035
131900,3.09,289.3275,-556.8793,-243.7318,-320.6282,319.3573
131920,2.3823,290.7016,-547.4918,-244.9294,-323.7672,319.8872
131940,7.4087,278.615,-550.4656,-242.8917,-315.1469,331.2246
131960,15.2448,286.5976,-552.5206,-246.6443,-325.9246,328.4995
131980,28.2398,271.585,-559.2621,-233.9535,-313.5253,332.9737
132000,3.8918,271.0987,-546.2878,-219.4012,-294.707,333.6549
132020,16.2674,288.2593,-533.751,-239.1754,-311.6528,326.5078
132040,3.3796,280.2828,-544.4356,-227.475,-294.8189,334.4659
132060,12.4782,291.8981,-543.9379,-224.3227,-296.8418,332.7206
132080,31.5393,279.7856,-545.5881,-233.2699,-305.5536,338.9065
132100,16.1766,281.9808,-546.7607,-236.3901,-304.4144,343.1339
132120,20.6615,275.7289,-537.2344,-216.5697,-276.6548,340.3003
132140,5.2204,288.6208,-537.5489,-229.8986,-282.117,341.3268
132160,-1.5226,297.7718,-524.4005,-226.2664,-272.5021,333.1985
132180,15.1979,276.5402,-529.5353,-232.0792,-272.0684,345.0521
132200,8.8064,282.3301,-531.0883,-227.9487,-271.94,339.7129
132220,16.2213,275.3845,-529.6102,-229.048,-269.793,347.0158
132240,29.3047,276.0377,-531.6561,-223.549,-269.9005,343.1089
132260,26.2236,274.5681,-520.8302,-235.7091,-268.1793,346.6947
132280,25.8486,264.296,-524.4114,-225.7092,-253.5415,349.3538
132300,24.1887,265.0018,-523.8721,-225.3046,-256.1349,352.8738
132320,33.115,271.6321,-518.9028,-234.6731,-255.326,349.9909
132340,24.9687,270.4922,-507.2659,-229.5695,-246.9365,348.931
132360,22.8637,271.6856,-509.3224,-216.4005,-236.0114,345.698
132380,31.9596,263.0587,-516.9891,-216.6893,-228.4309,348.4552
132400,23.7455,266.7568,-506.644,-229.0833,-232.0376,351.264
132420,18.4984,266.8707,-506.047,-224.6704,-224.7785,354.8236
132440,31.8312,261.5918,-521.4514,-231.8205,-233.7679,348.582
132460,17.5861,261.1969,-523.9926,-226.4898,-224.4036,345.3497
132480,13.6386,267.6757,-518.3698,-245.3228,-228.6837,347.9499
132500,28.1324,279.4359,-512.7937,-254.2303,-238.7175,342.7169
132520,13.4456,263.0974,-497.0297,-238.0237,-221.1989,340.3567
132540,13.1198,274.1167,-500.519,-232.1585,-208.1596,342.2906
132560,15.6801,283.0797,-503.9111,-248.0066,-211.289,345.1021
132580,36.17,270.744,-503.6406,-243.3249,-215.275,343.9772
132600,-12.6228,286.1239,-481.2266,-236.7063,-195.7599,338.1502
132620,15.0029,278.4462,-483.2261,-227.4365,-192.9058,335.2844
132640,-14.3218,291.3658,-478.7784,-234.7005,-186.8863,339.1706
132660,-17.4461,295.3888,-479.5992,-238.8286,-186.8683,323.5008
132680,-7.2312,295.0139,-484.4887,-249.8198,-190.9412,337.9826
132700,-16.2849,297.6098,-471.8021,-251.6521,-188.69,337.9178
132720,-3.2811,294.471,-468.9395,-243.2265,-188.6754,333.6767
132740,7.1564,286.7897,-469.5632,-247.1449,-183.3086,330.7277
132760,-24.2679,284.6073,-466.473,-232.3349,-155.4836,334.1636
132780,-16.3078,286.1347,-452.2003,-234.6462,-153.4687,326.476
132800,-5.2344,281.2973,-452.6523,-241.5412,-160.6212,333.6784
132820,-17.8569,286.6619,-448.6664,-248.1965,-165.5098,329.1022
132840,-22.589,281.866,-445.7521,-244.3764,-155.1669,320.6823
132860,-21.0362,281.8575,-449.25,-262.8573,-165.5903,330.4131
132880,-2.2863,280.504,-452.1716,-259.0252,-173.3332,326.5185
132900,-3.6107,274.8595,-457.4681,-255.684,-163.6051,330.75
132920,-17.6474,282.172,-439.6653,-252.6143,-152.1877,321.4654
132940,-11.5013,272.4083,-444.723,-257.3684,-159.2857,321.6795
132960,-6.29,278.5905,-445.2707,-283.1053,-171.9275,334.2988
132980,5.8386,272.8743,-438.2726,-277.0279,-170.3548,329.4661
133000,1.6749,274.3461,-445.276,-277.2841,-164.1353,330.7815
133020,-9.5885,271.3868,-453.4882,-267.2354,-151.223,332.9785
133040,-15.0943,262.4937,-444.3179,-267.7002,-151.1035,325.7666
133060,-30.593,284.5099,-446.78,-265.3815,-146.9886,319.9349
133080,-11.1374,274.8598,-452.1409,-274.2864,-151.4612,320.0713
133100,-19.1691,276.5508,-436.4005,-250.2756,-142.7367,308.3699
133120,-6.054,273.394,-443.0832,-257.5847,-144.1752,323.0543
133140,-23.3457,277.6935,-437.6133,-256.2664,-133.612,316.3274
133160,-11.7656,278.2121,-439.3622,-255.9949,-138.738,313.0707
133180,13.289,272.1225,-435.1209,-268.0663,-155.994,316.3734
133200,12.4751,272.1587,-447.4302,-265.79,-151.1682,320.7024
133220,12.7131,279.7023,-442.3364,-287.4642,-169.6356,323.0887
133240,11.565,270.9377,-436.3352,-265.9112,-143.7359,318.0321
133260,14.0932,265.1776,-441.3888,-258.2296,-138.4069,322.4073
133280,-11.9247,284.6956,-428.4716,-266.8384,-136.6782,316.7901
133300,-39.7512,303.6791,-422.4576,-274.0359,-127.685,315.3856
133320,-13.9717,292.3846,-419.7682,-266.4606,-133.938,309.7242
133340,-23.5193,282.4033,-422.3909,-262.2291,-121.3927,318.2098
133360,12.9649,290.0216,-431.4409,-266.8391,-139.2302,309.9969
133380,-18.751,288.0154,-415.4384,-250.8665,-117.3613,305.3368
133400,-18.9508,296.7112,-411.9921,-257.4146,-121.9358,310.3788
133420,-18.3805,298.9873,-405.9363,-245.0495,-114.5419,308.7961
133440,7.3226,280.8934,-414.1165,-252.4284,-134.6445,313.3737
133460,2.1693,283.298,-416.8598,-259.7147,-125.5413,322.9191
133480,17.9541,283.4301,-414.4626,-252.797,-132.9798,317.3841
133500,-1.9199,290.6152,-408.4096,-248.644,-119.6805,316.175
133520,-20.1998,300.6063,-399.3471,-245.1554,-116.3767,303.3408
133540,-6.9091,292.7297,-408.3281,-247.0027,-114.8863,303.9577
133560,-20.955,308.6443,-398.4996,-251.3578,-112.3216,305.7877
133580,14.0896,312.6217,-408.4644,-261.8552,-135.8131,310.5051
133600,-10.2928,312.5463,-405.1957,-244.4372,-115.6893,299.4675
133620,-7.1376,304.8201,-407.0623,-246.4921,-109.9427,310.4864
133640,-22.1508,307.2176,-397.4989,-234.1687,-98.2506,297.819
133660,-5.8898,306.4115,-409.0801,-238.194,-102.9638,313.7664
133680,-5.6757,309.1737,-396.1052,-243.4863,-101.4914,309.6833
133700,-24.0483,313.2628,-394.2846,-230.4126,-100.379,296.8127
133720,-15.5519,327.1228,-406.0237,-249.2658,-118.4284,314.8961
133740,29.6962,308.8875,-412.7815,-246.3496,-128.4292,313.3911
133760,-10.1422,316.7291,-403.0738,-229.3062,-108.3726,302.7517
133780,-8.9294,315.6636,-400.3542,-221.593,-100.7336,295.8381
133800,14.9952,308.2474,-411.0143,-216.8229,-109.387,306.5516
133820,-8.302,322.1625,-409.8498,-226.3961,-113.6568,304.2049
133840,-16.6742,327.7744,-407.8796,-212.9609,-106.8539,298.3255
133860,19.4246,308.987,-410.3797,-218.3498,-122.3767,301.5699
133880,28.2329,306.338,-411.2024,-229.5386,-132.0043,312.6675
133900,-9.6159,323.6389,-414.4235,-227.9417,-116.6058,298.3833
133920,17.8301,311.0359,-418.4655,-227.8582,-125.1101,300.6203
133940,-6.8484,317.5655,-412.5575,-237.7301,-124.9175,304.4168
133960,-3.2131,306.4603,-416.4126,-219.8061,-108.8236,303.9445
133980,-13.3743,326.8904,-402.8439,-220.8817,-118.0061,290.1211
134000,15.7767,309.0092,-418.7253,-219.7775,-119.4555,301.1483
134020,-14.1813,313.2752,-399.81,-209.2411,-103.581,292.6471
134040,-15.9198,312.8588,-402.1778,-213.6636,-105.7675,297.4858
134060,7.1218,308.0463,-410.7735,-215.8427,-119.9744,299.3842
134080,-3.1148,308.3172,-410.5257,-224.1269,-127.8949,300.0216
134100,-4.7416,304.5521,-410.8589,-222.4156,-124.7337,297.8329
134120,-16.2886,307.6212,-402.6075,-221.5915,-121.003,293.4003
134140,-7.5304,305.4597,-403.3083,-218.2024,-118.4209,289.8604
134160,-5.1882,304.4571,-401.1452,-221.4591,-129.1122,297.9771
134180,13.9848,301.6065,-408.1894,-214.2737,-123.4869,301.8571
134200,-18.7246,306.7333,-402.1478,-210.0248,-115.0043,295.6444
134220,-5.4426,302.8229,-390.6157,-206.5996,-119.6124,290.8755
134240,-7.1606,304.4619,-397.6298,-199.3606,-115.4936,291.5075
134260,-10.9753,300.521,-387.7193,-201.4206,-115.248,301.406
134280,-15.5208,299.5199,-391.7422,-199.8575,-103.3756,292.1657
134300,-17.8385,301.9643,-389.6959,-192.6812,-109.7287,295.7543
134320,-2.4666,295.1844,-385.0199,-181.7662,-105.5029,293.5598
134340,-32.8489,308.6913,-382.6933,-186.2844,-94.1423,301.0905
134360,-32.4954,302.9603,-387.5374,-193.9812,-105.095,299.0705
134380,-32.303,313.9412,-384.6224,-189.1123,-103.903,300.3181
134400,-33.1665,313.2946,-381.0759,-195.4385,-105.0935,301.0301
134420,-4.2688,294.1801,-393.2311,-180.6172,-107.0211,300.7856
134440,-4.8112,305.0343,-387.1154,-184.0221,-107.2759,296.5964
134460,-6.9479,298.5331,-386.2933,-180.3044,-108.3062,296.2257
134480,-1.0872,303.9751,-388.6512,-187.6568,-117.7146,303.3324
134500,-5.4222,301.3684,-383.4781,-177.5706,-109.7551,289.5696
134520,-6.5514,307.2602,-379.938,-185.8158,-113.7583,296.0678
134540,16.4595,297.5615,-390.9774,-181.2215,-128.3148,302.0032
134560,7.3596,306.687,-386.0067,-184.8631,-123.7273,301.4161
134580,-2.3192,314.5716,-383.5262,-190.6398,-128.1486,301.6958
134600,-3.1827,307.1288,-381.1623,-188.9869,-124.6003,297.4654
134620,5.2838,305.2637,-387.4025,-183.6715,-122.8503,296.4229
134640,-3.6643,309.5382,-384.1619,-191.6051,-126.2308,286.3015
134660,-17.9596,313.6163,-383.7297,-192.8633,-122.0701,289.7724
134680,-9.9667,307.8944,-376.7598,-183.4555,-116.1075,290.6536
134700,-12.102,313.5129,-370.4994,-188.9342,-122.3238,289.749
134720,-2.2699,307.4974,-375.3431,-175.4564,-121.1665,290.7123
134740,-12.726,322.1157,-379.6599,-189.6149,-123.6202,301.474
134760,3.5422,313.2467,-376.2928,-185.042,-128.6402,294.9802
134780,21.5183,301.5674,-384.8344,-179.6224,-130.55,295.029
134800,-10.3632,325.0064,-362.804,-185.8903,-128.6844,283.912
134820,1.3457,319.5259,-371.7466,-189.364,-136.2844,297.1152
134840,-25.1754,324.9064,-360.2552,-189.3559,-126.148,291.8456
134860,-4.1431,309.5339,-373.3491,-172.9018,-121.6044,288.4764
134880,-8.0419,311.3301,-365.685,-172.2583,-123.1002,285.7824
134900,-2.773,313.4527,-364.3045,-183.8001,-129.1456,297.022
134920,-1.7306,305.5021,-363.9642,-173.6166,-124.2247,288.3857
134940,-0.5879,308.4045,-349.6366,-172.4015,-130.398,283.6686
134960,24.6509,301.419,-362.9616,-166.3067,-130.0214,298.4735
134980,-2.5139,318.6857,-352.9427,-176.1604,-130.6232,290.3493
135000,-18.8247,323.0202,-355.7234,-171.1088,-134.031,303.4039
135020,-4.3801,315.3601,-344.7412,-164.6171,-121.2812,283.2756
